date,time_index,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,spill_kwh
2025-02-01,0,833.3333333333333,0.0,4053.540441795339,4803.54044179534,31.25368860352728
2025-02-01,1,833.3333333333333,0.0,4803.54044179534,5553.54044179534,48.76675893972447
2025-02-01,2,833.3333333333333,0.0,5553.54044179534,6303.54044179534,70.25816547429622
2025-02-01,3,833.3333333333333,0.0,6303.54044179534,7053.54044179534,38.68088224783605
2025-02-01,4,833.3333333333333,0.0,7053.54044179534,7803.54044179534,56.96996520154585
2025-02-01,5,833.3333333333333,0.0,7803.54044179534,8553.54044179534,91.84033642471047
2025-02-01,6,0.0,0.0,8553.54044179534,8553.54044179534,72.24109024221701
2025-02-01,7,0.0,0.0,8553.54044179534,8553.54044179534,46.965204108247235
2025-02-01,8,833.3333333333333,0.0,8553.54044179534,9303.54044179534,27.894732890534442
2025-02-01,9,0.0,0.0,9303.54044179534,9303.54044179534,22.377667858192126
2025-02-01,10,0.0,0.0,9303.54044179534,9303.54044179534,60.12475725975867
2025-02-01,11,0.0,0.0,9303.54044179534,9303.54044179534,124.04950544900771
2025-02-01,12,829.3995091162893,0.0,9303.54044179534,10050.0,74.62886864594077
2025-02-01,13,0.0,0.0,10050.0,10050.0,23.18298658065345
2025-02-01,14,0.0,0.0,10050.0,10050.0,11.759651117953467
2025-02-01,15,0.0,0.0,10050.0,10050.0,33.94371297143755
2025-02-01,16,0.0,0.0,10050.0,10050.0,67.28200972333087
2025-02-01,17,0.0,0.0,10050.0,10050.0,81.57377450538178
2025-02-01,18,0.0,0.0,10050.0,10050.0,58.05486336046522
2025-02-01,19,0.0,0.0,10050.0,10050.0,44.32684823102716
2025-02-01,20,0.0,0.0,10050.0,10050.0,33.43156282995187
2025-02-01,21,0.0,0.0,10050.0,10050.0,0.0
2025-02-01,22,0.0,0.0,10050.0,10050.0,18.75991997509857
2025-02-01,23,0.0,0.0,10050.0,10050.0,68.94144768274629
2025-02-01,24,0.0,0.0,10050.0,10050.0,51.1239788568451
2025-02-01,25,0.0,0.0,10050.0,10050.0,27.94956508546278
2025-02-01,26,0.0,0.0,10050.0,10050.0,54.73053978689666
2025-02-01,27,0.0,0.0,10050.0,10050.0,64.74117961930017
2025-02-01,28,0.0,0.0,10050.0,10050.0,53.98570928512049
2025-02-01,29,0.0,0.0,10050.0,10050.0,61.06833181168031
2025-02-01,30,0.0,0.0,10050.0,10050.0,63.10136251644292
2025-02-01,31,0.0,0.0,10050.0,10050.0,96.18012647566735
2025-02-01,32,0.0,0.0,10050.0,10050.0,62.53976091622701
2025-02-01,33,833.3333333333333,0.0,10050.0,10800.0,17.03648298463986
2025-02-01,34,0.0,-0.0,10800.0,10800.0,30.06072964618079
2025-02-01,35,0.0,564.7377936558338,10800.0,10172.513562604629,53.75446032250045
2025-02-01,36,0.0,577.2131205929636,10172.513562604629,9531.16565083467,42.02593725963038
2025-02-01,37,0.0,576.355016558155,9531.16565083467,8890.771187992275,42.99968322482164
2025-02-01,38,0.0,558.1824171045532,8890.771187992275,8270.56850232055,53.66241710455324
2025-02-01,39,0.0,566.5147647648192,8270.56850232055,7641.107652581862,46.96108143148592
2025-02-01,40,0.0,595.8924552459684,7641.107652581862,6979.0049245307855,44.412371912635194
2025-02-01,41,0.0,597.9766657958486,6979.0049245307855,6314.586406979843,45.93499912918196
2025-02-01,42,0.0,566.6189051358672,6314.586406979843,5685.009845717768,52.0608551358672
2025-02-01,43,0.0,518.7709452848133,5685.009845717768,5108.597684290198,70.86239528481337
2025-02-01,44,0.0,463.21265459152926,5108.597684290198,4593.916956966277,73.78848792486258
2025-02-01,45,0.0,417.7242650776461,4593.916956966277,4129.778884657781,40.07051507764618
2025-02-01,46,0.0,365.2765592080032,4129.778884657781,3723.916041093333,4.115209208003307
2025-02-01,47,0.0,348.1246422826997,3723.916041093333,3337.1108830014446,48.20172561603306
2025-02-01,48,0.0,262.0411306415908,3337.1108830014446,3045.954071177455,59.8148973082574
2025-02-01,49,0.0,236.7260082779908,3045.954071177455,2782.925173090798,106.9334082779908
2025-02-01,50,0.0,205.75724110450176,2782.925173090798,2554.3060163080186,119.47265777116854
2025-02-01,51,0.0,131.4877871596242,2554.3060163080186,2408.208475019547,95.51863715962418
2025-02-01,52,0.0,128.59454016110863,2408.208475019547,2265.3256526183154,66.14060682777529
2025-02-01,53,0.0,117.17537264697751,2265.3256526183154,2135.1307941216737,1.998705980310774
2025-02-01,54,0.0,117.66701040006183,2135.1307941216737,2004.3896714549383,71.84289373339527
2025-02-01,55,0.0,58.192739859033395,2004.3896714549383,1939.7310716115678,89.5532398590334
2025-02-01,56,4.038460932137923,0.0,1939.7310716115678,1943.365686450492,57.6623724011954
2025-02-01,57,0.0,6.039610140922605,1943.365686450492,1936.6550085161334,111.14772680758927
2025-02-01,58,33.589913339828854,0.0,1936.6550085161334,1966.8859305219794,136.6073366601712
2025-02-01,59,94.53482629689915,0.0,1966.8859305219794,2051.9672741891886,120.89559036976743
2025-02-01,60,116.39451643042958,0.0,2051.9672741891886,2156.7223389765754,84.02311690290378
2025-02-01,61,162.9220171476943,0.0,2156.7223389765754,2303.3521544095,63.99816618563898
2025-02-01,62,176.33688580727812,0.0,2303.3521544095,2462.0553516360505,115.88853085938854
2025-02-01,63,216.05064827043657,0.0,2462.0553516360505,2656.5009350794435,85.03708506289684
2025-02-01,64,256.5639283679777,0.0,2656.5009350794435,2887.408470610623,86.65347163202227
2025-02-01,65,289.0070470640191,0.0,2887.408470610623,3147.51481296824,118.3429529359808
2025-02-01,66,263.7045598834004,0.0,3147.51481296824,3384.8489168633005,124.77890678326617
2025-02-01,67,295.5621880643592,0.0,3384.8489168633005,3650.854886121224,99.67787860230754
2025-02-01,68,327.2861726043806,0.0,3650.854886121224,3945.4124414651665,117.24132739561941
2025-02-01,69,288.355111223539,0.0,3945.4124414651665,4204.9320415663515,155.75198877646108
2025-02-01,70,484.31035633458225,0.0,4204.9320415663515,4640.8113622674755,175.26782456617696
2025-02-01,71,833.3333333333333,0.0,4640.8113622674755,5390.8113622674755,171.44150088771676
2025-02-01,72,833.3333333333333,0.0,5390.8113622674755,6140.8113622674755,151.3737903516561
2025-02-01,73,833.3333333333333,0.0,6140.8113622674755,6890.8113622674755,146.56952339952443
2025-02-01,74,833.3333333333333,0.0,6890.8113622674755,7640.8113622674755,142.05320871166748
2025-02-01,75,833.3333333333333,0.0,7640.8113622674755,8390.811362267475,112.54482389310613
2025-02-01,76,313.11766400772854,0.0,8390.811362267475,8672.61725987443,112.53671932560474
2025-02-01,77,278.6066101299473,0.0,8672.61725987443,8923.363208991383,134.936723203386
2025-02-01,78,301.03078024423155,0.0,8923.363208991383,9194.29091121119,120.61790308910179
2025-02-01,79,296.0136648029627,0.0,9194.29091121119,9460.703209533856,126.71076853037039
2025-02-01,80,243.84398326159487,0.0,9460.703209533856,9680.162794469292,166.4239334050718
2025-02-01,81,213.52904981734878,0.0,9680.162794469292,9872.338939304906,178.94666684931792
2025-02-01,82,215.87771500630936,0.0,9872.338939304906,10066.628882810584,107.82941832702397
2025-02-01,83,193.98440443388404,0.0,10066.628882810584,10241.21484680108,39.55809556611598
2025-02-01,84,194.2048459003612,0.0,10241.21484680108,10415.999208111405,8.695187432972148
2025-02-01,85,173.8652851848367,0.0,10415.999208111405,10572.477964777758,0.0
2025-02-01,86,143.13581032692605,0.0,10572.477964777758,10701.300194071991,0.0
2025-02-01,87,84.41367047991946,0.0,10701.300194071991,10777.272497503918,28.030646186747276
2025-02-01,88,0.0,0.0,10777.272497503918,10777.272497503918,93.76723333333325
