optimization_run_id,update_time,forecast_coverage_start,forecast_coverage_end,issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh,pv_forecast_source,pv_anchor_observed_at_issue_kw,pv_anchor_observed_time,load_forecast_kwh,load_forecast_source_time,load_forecast_source,information_cutoff,execution_start_index,execution_stop_index_exclusive,executed_in_this_update,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,planned_curtailment_kwh,planned_soc_start_kwh,planned_soc_end_kwh,base_plan_grid_kwh,soc_grid_step_kwh
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 00:10:00,10,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-09-23 00:00:00,656.1909666666667,2025-09-16 00:10:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1456.1909666666666,800.0,0.0,0.0,1200.0,1920.0,1456.1909666666666,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 00:20:00,20,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-09-23 00:00:00,666.7336166666666,2025-09-16 00:20:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1466.7336166666666,800.0,0.0,0.0,1920.0,2640.0,1466.7336166666666,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 00:30:00,30,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-09-23 00:00:00,625.2266666666667,2025-09-16 00:30:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1425.2266666666667,800.0,0.0,0.0,2640.0,3360.0,1425.2266666666667,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 00:40:00,40,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-09-23 00:00:00,588.6305166666667,2025-09-16 00:40:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1388.6305166666666,800.0,0.0,0.0,3360.0,4080.0,1388.6305166666666,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 00:50:00,50,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-09-23 00:00:00,572.78095,2025-09-16 00:50:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1372.7809499999998,800.0,0.0,0.0,4080.0,4800.0,1372.7809499999998,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 01:00:00,60,0.0,0.0,attachment3_10min_interpolation,0.0,2025-09-23 00:00:00,575.7566666666667,2025-09-16 01:00:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1375.7566666666667,800.0,0.0,0.0,4800.0,5520.0,1375.7566666666667,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 01:10:00,70,0.0,0.0,attachment3_10min_interpolation,0.0,2025-09-23 00:00:00,586.2062999999999,2025-09-16 01:10:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1386.2062999999998,800.0,0.0,0.0,5520.0,6240.0,1386.2062999999998,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 01:20:00,80,0.0,0.0,attachment3_10min_interpolation,0.0,2025-09-23 00:00:00,582.92165,2025-09-16 01:20:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1382.92165,800.0,0.0,0.0,6240.0,6960.0,1382.92165,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 01:30:00,90,0.0,0.0,attachment3_10min_interpolation,0.0,2025-09-23 00:00:00,570.4566666666666,2025-09-16 01:30:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,1370.4566666666665,800.0,0.0,0.0,6960.0,7680.0,1370.4566666666665,120.0
2025-09-23T00:00_rolling,2025-09-23 00:00:00,2025-09-23 00:10:00,2025-09-24 00:00:00,2025-09-23 00:00:00,2025-09-23 01:40:00,100,0.0,0.0,attachment3_10min_interpolation,0.0,2025-09-23 00:00:00,576.1825666666667,2025-09-16 01:40:00,actual_same_interval_7_days_ago,2025-09-23 00:00:00,0,36,True,842.8492333333334,266.6666666666667,0.0,0.0,7680.0,7920.0,842.8492333333334,120.0
