optimization_run_id,update_time,forecast_coverage_start,forecast_coverage_end,issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh,pv_forecast_source,pv_anchor_observed_at_issue_kw,pv_anchor_observed_time,load_forecast_kwh,load_forecast_source_time,load_forecast_source,information_cutoff,execution_start_index,execution_stop_index_exclusive,executed_in_this_update,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,planned_curtailment_kwh,planned_soc_start_kwh,planned_soc_end_kwh,base_plan_grid_kwh,soc_grid_step_kwh
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 00:10:00,10,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-06-21 00:00:00,548.70345,2025-06-14 00:10:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,1082.0367833333335,533.3333333333334,0.0,0.0,1200.0,1680.0,1082.0367833333335,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 00:20:00,20,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-06-21 00:00:00,541.2936666666667,2025-06-14 00:20:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,1341.2936666666667,800.0,0.0,0.0,1680.0,2400.0,1341.2936666666667,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 00:30:00,30,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-06-21 00:00:00,522.57,2025-06-14 00:30:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,522.57,0.0,0.0,0.0,2400.0,2400.0,522.57,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 00:40:00,40,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-06-21 00:00:00,524.14905,2025-06-14 00:40:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,524.14905,0.0,0.0,0.0,2400.0,2400.0,524.14905,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 00:50:00,50,0.0,0.0,observed_anchor_linear_to_h1,0.0,2025-06-21 00:00:00,531.5594333333333,2025-06-14 00:50:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,531.5594333333333,0.0,0.0,0.0,2400.0,2400.0,531.5594333333333,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:00:00,60,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,531.9766666666667,2025-06-14 01:00:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,531.9766666666667,0.0,0.0,0.0,2400.0,2400.0,531.9766666666667,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:10:00,70,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,523.55215,2025-06-14 01:10:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,523.55215,0.0,0.0,0.0,2400.0,2400.0,523.55215,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:20:00,80,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,496.3817666666666,2025-06-14 01:20:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,496.3817666666666,0.0,0.0,0.0,2400.0,2400.0,496.3817666666666,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:30:00,90,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,476.66,2025-06-14 01:30:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,476.66,0.0,0.0,0.0,2400.0,2400.0,476.66,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:40:00,100,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,498.5694833333334,2025-06-14 01:40:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,498.5694833333334,0.0,0.0,0.0,2400.0,2400.0,498.5694833333334,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 01:50:00,110,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,481.0748333333333,2025-06-14 01:50:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,481.0748333333333,0.0,0.0,0.0,2400.0,2400.0,481.0748333333333,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 02:00:00,120,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,447.43,2025-06-14 02:00:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,447.43,0.0,0.0,0.0,2400.0,2400.0,447.43,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 02:10:00,130,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,496.979,2025-06-14 02:10:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,496.979,0.0,0.0,0.0,2400.0,2400.0,496.979,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 02:20:00,140,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,506.7176833333333,2025-06-14 02:20:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,506.7176833333333,0.0,0.0,0.0,2400.0,2400.0,506.7176833333333,120.0
2025-06-21T00:00_rolling,2025-06-21 00:00:00,2025-06-21 00:10:00,2025-06-22 00:00:00,2025-06-21 00:00:00,2025-06-21 02:30:00,150,0.0,0.0,attachment3_10min_interpolation,0.0,2025-06-21 00:00:00,463.7683333333334,2025-06-14 02:30:00,actual_same_interval_7_days_ago,2025-06-21 00:00:00,0,36,True,463.7683333333334,0.0,0.0,0.0,2400.0,2400.0,463.7683333333334,120.0
