date,time_index,period_start,period_end,actual_load_kw,actual_load_kwh,actual_pv_kw,actual_pv_kwh,load_forecast_kwh,pv_forecast_used_kw,pv_forecast_used_kwh,forecast_issue_time,forecast_horizon_minutes,pv_forecast_source,load_forecast_source_time,base_plan_grid_kwh,scheduled_grid_kwh,up_adjustment_kwh,down_adjustment_kwh,emergency_purchase_kwh,total_grid_purchase_kwh,grid_purchase_kwh,charge_input_kwh,discharge_output_kwh,curtailed_pv_kwh,overpurchase_spill_kwh,soc_start_kwh,soc_end_kwh,charge_state_binary,price_yuan_per_kwh,base_plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,grid_cost_yuan,strategy,cumulative_grid_cost_yuan,cumulative_grid_kwh,cumulative_emergency_kwh,cumulative_curtailed_pv_kwh
2025-03-20,0,2025-03-20 00:00:00,2025-03-20 00:10:00,3299.0689,549.8448166666667,0.0,0.0,602.8585666666667,0.0,0.0,2025-03-20 00:00:00,10,observed_anchor_linear_to_h1,2025-03-13 00:10:00,1402.8585666666668,1402.8585666666668,0.0,0.0,0.0,1402.8585666666668,1402.8585666666668,800.0,0.0,0.0,53.01375000000007,1200.0,1920.0,1,0.4248,595.93431912,0.0,0.0,595.93431912,static_forecast,595.93431912,1402.8585666666668,0.0,0.0
2025-03-20,1,2025-03-20 00:10:00,2025-03-20 00:20:00,3421.881,570.3135,0.0,0.0,597.5523833333333,0.0,0.0,2025-03-20 00:00:00,20,observed_anchor_linear_to_h1,2025-03-13 00:20:00,1397.5523833333332,1397.5523833333332,0.0,0.0,0.0,1397.5523833333332,1397.5523833333332,800.0,0.0,0.0,27.238883333333206,1920.0,2640.0,1,0.4245,593.260986725,0.0,0.0,593.260986725,static_forecast,1189.195305845,2800.41095,0.0,0.0
2025-03-20,2,2025-03-20 00:20:00,2025-03-20 00:30:00,3683.11,613.8516666666667,0.0,0.0,585.7016666666667,0.0,0.0,2025-03-20 00:00:00,30,observed_anchor_linear_to_h1,2025-03-13 00:30:00,1385.7016666666668,1385.7016666666668,0.0,0.0,28.149999999999864,1413.8516666666667,1413.8516666666667,800.0,0.0,0.0,0.0,2640.0,3360.0,1,0.4269,591.5560415000001,0.0,60.08617499999971,651.6422164999998,static_forecast,1840.8375223449998,4214.262616666667,28.149999999999864,0.0
2025-03-20,3,2025-03-20 00:30:00,2025-03-20 00:40:00,3476.737,579.4561666666667,0.0,0.0,594.46055,0.0,0.0,2025-03-20 00:00:00,40,observed_anchor_linear_to_h1,2025-03-13 00:40:00,1394.46055,1394.46055,0.0,0.0,0.0,1394.46055,1394.46055,800.0,0.0,0.0,15.00438333333318,3360.0,4080.0,1,0.4272,595.71354696,0.0,0.0,595.71354696,static_forecast,2436.551069305,5608.723166666667,28.149999999999864,0.0
2025-03-20,4,2025-03-20 00:40:00,2025-03-20 00:50:00,3302.6695,550.4449166666667,0.0,0.0,588.294,0.0,0.0,2025-03-20 00:00:00,50,observed_anchor_linear_to_h1,2025-03-13 00:50:00,1388.2939999999999,1388.2939999999999,0.0,0.0,0.0,1388.2939999999999,1388.2939999999999,800.0,0.0,0.0,37.849083333333056,4080.0,4800.0,1,0.4271,592.9403673999999,0.0,0.0,592.9403673999999,static_forecast,3029.491436705,6997.0171666666665,28.149999999999864,0.0
2025-03-20,5,2025-03-20 00:50:00,2025-03-20 01:00:00,3426.94,571.1566666666666,0.0,0.0,565.1,0.0,0.0,2025-03-20 00:00:00,60,attachment3_10min_interpolation,2025-03-13 01:00:00,1365.1,1365.1,0.0,0.0,6.0566666666668425,1371.1566666666668,1371.1566666666668,800.0,0.0,0.0,0.0,4800.0,5520.0,1,0.4285,584.94535,0.0,12.97640833333371,597.9217583333336,static_forecast,3627.4131950383335,8368.173833333334,34.206666666666706,0.0
2025-03-20,6,2025-03-20 01:00:00,2025-03-20 01:10:00,3609.5343,601.5890499999999,0.0,0.0,558.81305,0.0,0.0,2025-03-20 00:00:00,70,attachment3_10min_interpolation,2025-03-13 01:10:00,1358.81305,1358.81305,0.0,0.0,42.77600000000007,1401.58905,1401.58905,800.0,0.0,0.0,0.0,5520.0,6240.0,1,0.4311,585.784305855,0.0,92.20366800000015,677.9879738550001,static_forecast,4305.401168893333,9769.762883333335,76.98266666666677,0.0
2025-03-20,7,2025-03-20 01:10:00,2025-03-20 01:20:00,3668.9025,611.48375,0.0,0.0,551.48425,0.0,0.0,2025-03-20 00:00:00,80,attachment3_10min_interpolation,2025-03-13 01:20:00,1351.48425,1351.48425,0.0,0.0,59.9994999999999,1411.4837499999999,1411.4837499999999,800.0,0.0,0.0,0.0,6240.0,6960.0,1,0.4302,581.40852435,0.0,129.0589244999998,710.4674488499998,static_forecast,5015.868617743333,11181.246633333334,136.98216666666667,0.0
2025-03-20,8,2025-03-20 01:20:00,2025-03-20 01:30:00,3589.3,598.2166666666667,0.0,0.0,543.3466666666667,0.0,0.0,2025-03-20 00:00:00,90,attachment3_10min_interpolation,2025-03-13 01:30:00,1343.3466666666668,1343.3466666666668,0.0,0.0,54.86999999999989,1398.2166666666667,1398.2166666666667,800.0,0.0,0.0,0.0,6960.0,7680.0,1,0.4279,574.8180386666668,0.0,117.39436499999977,692.2124036666665,static_forecast,5708.081021409999,12579.463300000001,191.85216666666656,0.0
2025-03-20,9,2025-03-20 01:30:00,2025-03-20 01:40:00,3503.6157,583.9359499999999,0.0,0.0,558.9097333333333,0.0,0.0,2025-03-20 00:00:00,100,attachment3_10min_interpolation,2025-03-13 01:40:00,825.5763999999999,825.5763999999999,0.0,0.0,25.02621666666664,850.6026166666666,850.6026166666666,266.6666666666667,0.0,0.0,0.0,7680.0,7920.0,1,0.4312,355.98854367999996,0.0,53.956523133333285,409.94506681333326,static_forecast,6118.026088223332,13430.065916666668,216.8783833333332,0.0
