date,time_index,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,spill_kwh,rolling_objective_yuan,rolling_horizon_slots
2025-02-01,0,833.3333333333333,0.0,1812.7596250834226,2562.7596250834226,21.874149529222677,,0
2025-02-01,1,833.3333333333333,0.0,2562.7596250834226,3312.7596250834226,35.55679925282243,,0
2025-02-01,2,833.3333333333333,0.0,3312.7596250834226,4062.7596250834226,26.78632830365632,,0
2025-02-01,3,833.3333333333333,0.0,4062.7596250834226,4812.759625083423,2.422087792864204,,0
2025-02-01,4,833.3333333333333,0.0,4812.759625083423,5562.759625083423,0.5615302895710101,,0
2025-02-01,5,245.3397701480668,0.0,5562.759625083423,5783.565418216684,0.0,,0
2025-02-01,6,74.1963173395128,0.0,5783.565418216684,5850.342103822245,0.0,,0
2025-02-01,7,46.96520410824718,0.0,5850.342103822245,5892.610787519668,0.0,,0
2025-02-01,8,26.994068261682116,0.0,5892.610787519668,5916.905448955182,0.0,,0
2025-02-01,9,1.3335448015787392,0.0,5916.905448955182,5918.105639276602,0.0,,0
2025-02-01,10,833.3333333333333,0.0,5918.105639276602,6668.105639276602,53.71152913228275,,0
2025-02-01,11,833.3333333333333,0.0,6668.105639276602,7418.105639276602,122.85678694661067,,0
2025-02-01,12,833.3333333333333,0.0,7418.105639276602,8168.105639276602,14.889731264347347,,0
2025-02-01,13,0.0,126.91410840035013,8168.105639276602,8027.089963276213,0.0,0.00015143379889856148,6
2025-02-01,14,9.732538969897405,0.0,8027.089963276213,8035.849248349121,0.0,,0
2025-02-01,15,826.7868861548233,0.0,8035.849248349121,8779.957445888462,0.0,,0
2025-02-01,16,833.3333333333333,0.0,8779.957445888462,9529.957445888462,47.30307170694118,,0
2025-02-01,17,81.57377450538178,0.0,9529.957445888462,9603.373842943305,0.0,,0
2025-02-01,18,45.24120362193628,0.0,9603.373842943305,9644.090926203047,0.0,,0
2025-02-01,19,26.158003132224053,0.0,9644.090926203047,9667.63312902205,0.0,,0
2025-02-01,20,3.9629661916598025,0.0,9667.63312902205,9671.199798594544,0.0,,0
2025-02-01,21,0.0,2.3592100536125145,9671.199798594544,9668.57845409053,0.0,0.0002054018680203223,6
2025-02-01,22,821.5472185061803,0.0,9668.57845409053,10407.970950746092,0.0,,0
2025-02-01,23,435.58783250434215,0.0,10407.970950746092,10800.0,405.71009564559415,,0
2025-02-01,24,0.0,0.0,10800.0,10800.0,1.3435803513514202,,0
2025-02-01,25,0.0,165.7764497822478,10800.0,10615.803944686391,0.0,0.0001985735982099247,6
2025-02-01,26,77.76098386746673,0.0,10615.803944686391,10685.788830167112,0.0,,0
2025-02-01,27,69.23115348666386,0.0,10685.788830167112,10748.096868305109,0.0,,0
2025-02-01,28,27.02131763545026,0.0,10748.096868305109,10772.416054177014,0.0,,0
2025-02-01,29,12.113526141668217,0.0,10772.416054177014,10783.318227704516,0.0,,0
2025-02-01,30,18.535302550537583,0.0,10783.318227704516,10800.0,44.56605996590534,,0
2025-02-01,31,0.0,0.0,10800.0,10800.0,95.83278118058695,,0
2025-02-01,32,0.0,0.0,10800.0,10800.0,64.75108903552416,,0
2025-02-01,33,0.0,0.0,10800.0,10800.0,38.99088212735319,,0
2025-02-01,34,0.0,531.1811666666666,10800.0,10209.798703703704,0.0,0.0030596478721655472,6
2025-02-01,35,0.0,510.9833333333332,10209.798703703704,9642.039444444445,0.0,0.0030840707790594593,6
2025-02-01,36,0.0,535.1871833333332,9642.039444444445,9047.387018518519,0.0,0.0031491880302588,6
2025-02-01,37,0.0,533.3553333333333,9047.387018518519,8454.769981481482,0.0,0.0031470741770054343,6
2025-02-01,38,0.0,504.52,8454.769981481482,7894.192203703705,0.0,0.003070773676099523,6
2025-02-01,39,0.0,519.5536833333333,7894.192203703705,7316.910333333334,0.0,0.002977425876256625,6
2025-02-01,40,0.0,551.4800833333333,7316.910333333334,6704.154685185186,0.0,0.0028284700263527178,6
2025-02-01,41,0.0,552.0416666666666,6704.154685185186,6090.775055555557,0.0,0.0025821425475430547,6
2025-02-01,42,0.0,514.5580499999999,6090.775055555557,5519.04388888889,0.0,0.0022838203891135194,6
2025-02-01,43,0.0,447.90854999999993,5519.04388888889,5021.367722222224,0.0,0.0019640143038827033,6
2025-02-01,44,0.0,389.4241666666667,5021.367722222224,4588.674203703706,0.0,0.0016606116475826529,6
2025-02-01,45,0.0,377.65375,4588.674203703706,4169.058925925928,0.0,0.0014071010046060055,6
2025-02-01,46,0.0,361.16134999999997,4169.058925925928,3767.768537037039,0.0,0.0011673952595555787,6
2025-02-01,47,0.0,299.92291666666665,3767.768537037039,3434.520851851854,0.0,0.0009191134014674802,6
2025-02-01,48,0.0,202.22623333333343,3434.520851851854,3209.825037037039,0.0,0.0006933899281721254,6
2025-02-01,49,0.0,129.7926,3209.825037037039,3065.611037037039,0.0,0.0005356747133861687,6
2025-02-01,50,0.0,86.28458333333327,3065.611037037039,2969.7392777777795,0.0,0.00040879913884657335,6
2025-02-01,51,0.0,35.96915000000001,2969.7392777777795,2929.7735555555573,0.0,0.00028036714705081375,6
2025-02-01,52,0.0,62.45393333333334,2929.7735555555573,2860.380296296298,0.0,0.00024441748833229444,6
2025-02-01,53,0.0,115.17666666666673,2860.380296296298,2732.406222222224,0.0,0.0002254439137544433,6
2025-02-01,54,0.0,45.824116666666555,2732.406222222224,2681.4905370370393,0.0,8.70832383610488e-05,6
2025-02-01,55,31.360500000000002,0.0,2681.4905370370393,2709.7149870370395,0.0,,0
2025-02-01,56,61.70083333333332,0.0,2709.7149870370395,2765.2457370370394,0.0,,0
2025-02-01,57,105.10811666666666,0.0,2765.2457370370394,2859.843042037039,0.0,,0
2025-02-01,58,170.19725000000005,0.0,2859.843042037039,3013.020567037039,0.0,,0
2025-02-01,59,215.4304166666666,0.0,3013.020567037039,3206.907942037039,0.0,,0
2025-02-01,60,200.41763333333336,0.0,3206.907942037039,3387.283812037039,0.0,,0
2025-02-01,61,226.92018333333328,0.0,3387.283812037039,3591.511977037039,0.0,,0
2025-02-01,62,292.22541666666666,0.0,3591.511977037039,3854.514852037039,0.0,,0
2025-02-01,63,301.0877333333334,0.0,3854.514852037039,4125.493812037039,0.0,,0
2025-02-01,64,343.2174,0.0,4125.493812037039,4434.389472037039,0.0,,0
2025-02-01,65,407.3499999999999,0.0,4434.389472037039,4801.004472037039,0.0,,0
2025-02-01,66,388.4834666666666,0.0,4801.004472037039,5150.639592037039,0.0,,0
2025-02-01,67,686.0466916494639,0.0,5150.639592037039,5768.081614521556,0.0,,0
2025-02-01,68,833.3333333333333,0.0,5768.081614521556,6518.081614521556,102.9805062914902,,0
2025-02-01,69,444.10710000000006,0.0,6518.081614521556,6917.778004521556,0.0,,0
2025-02-01,70,448.2673333333332,0.0,6917.778004521556,7321.218604521556,0.0,,0
2025-02-01,71,833.3333333333333,0.0,7321.218604521556,8071.218604521556,54.35121709033638,,0
2025-02-01,72,428.6418166666666,0.0,8071.218604521556,8456.996239521555,0.0,,0
2025-02-01,73,426.38726666666673,0.0,8456.996239521555,8840.744779521556,0.0,,0
2025-02-01,74,458.39083333333326,0.0,8840.744779521556,9253.296529521556,0.0,,0
2025-02-01,75,832.6924493758495,0.0,9253.296529521556,10002.71973395982,0.0,,0
2025-02-01,76,425.65438333333327,0.0,10002.71973395982,10385.80867895982,0.0,,0
2025-02-01,77,413.5433333333333,0.0,10385.80867895982,10757.99767895982,0.0,,0
2025-02-01,78,46.66924560019955,0.0,10757.99767895982,10800.0,374.9794377331338,,0
2025-02-01,79,0.0,0.0,10800.0,10800.0,422.7244333333331,,0
2025-02-01,80,0.0,0.0,10800.0,10800.0,410.2679166666667,,0
2025-02-01,81,0.0,0.0,10800.0,10800.0,392.4757166666667,,0
