strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,max_emergency_charge_product,spill_kwh,rolling_lp_calls,total_cost_yuan,day_price_min,day_price_max,day_price_mean
dynamic_greedy,2025-02-01,1812.7596250834235,2093.632395588254,43319.38886999975,18008.922401642314,532.2756701996548,0.8,47553.91881453125,0.0,0.0,0,0.0,4466.466822383511,0,18008.922401642314,0.2537,1.1766,0.6514930555555556
dynamic_greedy,2025-02-02,2093.632395588254,1755.966905489086,88390.60678546736,61780.35484449686,9511.639504656741,0.8,84713.00875854914,0.0,0.0,0,0.0,6116.223404319958,0,61780.35484449686,0.3697,1.3998,0.8363881944444445
dynamic_greedy,2025-02-03,1755.966905489086,1391.4191676625492,86964.50337502902,61524.411207575424,4212.559261409675,0.8,82692.76180332463,0.0,0.0,0,0.0,2772.3631362204087,0,61524.411207575424,0.3709,1.3447,0.8447902777777778
dynamic_greedy,2025-02-04,1391.4191676625492,1472.9846718358474,87142.79738888271,61631.73977809769,917.2655801845474,0.8,82383.05770033998,0.0,0.0,0,0.0,1247.2962069073844,0,61631.73977809769,0.381,1.3987,0.8491895833333333
dynamic_greedy,2025-02-05,1472.9846718358474,1271.2188257906118,86878.3166487187,61218.14710945232,4255.582510401852,0.8,81698.03425805276,4.349482055361705,30.115813751324445,1,0.0,1283.3751008907966,0,61248.26292320365,0.3423,1.3848,0.8482541666666665
dynamic_greedy,2025-02-06,1271.2188257906118,1588.741318803713,87549.94260660569,61956.546126224355,3479.516610702239,0.8,81806.03625655748,0.0,0.0,0,0.0,2432.4247592203274,0,61956.546126224355,0.3228,1.447,0.8439645833333334
dynamic_greedy,2025-02-07,1588.741318803713,1254.5959898043113,41828.797323037725,17136.809692694806,13.891676531217652,0.8,45813.855849152955,0.0,0.0,0,0.0,6033.674176140003,0,17136.809692694806,0.2631,1.2102,0.6440388888888888
dynamic_greedy,2025-02-08,1254.5959898043113,1240.1054657461245,37558.60482354484,15183.731940645486,461.1228573924351,0.8,43008.05111106931,262.3012539690323,1111.7188730908686,2,0.0,2224.1912650180516,0,16295.450813736355,0.2752,1.1675,0.642351388888889
dynamic_greedy,2025-02-09,1240.1054657461245,1200.0,81587.58214285309,56675.225476096704,589.6934078894144,0.8,77483.94932172379,2269.622541487841,13795.594897222993,10,0.0,85.90841362280412,0,70470.8203733197,0.3001,1.3378,0.8413840277777778
dynamic_greedy,2025-02-10,1200.0,1200.0,82953.80346483411,56318.47859495256,1102.131982526788,0.8,78387.47227234521,35.117729661124145,84.61616961847862,1,0.0,4507.619432814403,0,56403.09476457104,0.3637,1.352,0.8180638888888889
