date,time_index,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,spill_kwh,rolling_objective_yuan,rolling_horizon_slots
2025-02-01,0,833.3333333333333,0.0,1812.7596250834235,2562.7596250834235,21.874149529222677,,0
2025-02-01,1,833.3333333333333,0.0,2562.7596250834235,3312.7596250834235,35.55679925282243,,0
2025-02-01,2,833.3333333333333,0.0,3312.7596250834235,4062.7596250834235,26.786328303655182,,0
2025-02-01,3,833.3333333333333,0.0,4062.7596250834235,4812.759625083423,2.422087792864204,,0
2025-02-01,4,833.3333333333333,0.0,4812.759625083423,5562.759625083423,0.5615302895710101,,0
2025-02-01,5,140.73630913823865,0.0,5562.759625083423,5689.422303307838,0.0,,0
2025-02-01,6,74.1963173395128,0.0,5689.422303307838,5756.198988913399,0.0,,0
2025-02-01,7,46.965204108247235,0.0,5756.198988913399,5798.467672610822,0.0,,0
2025-02-01,8,26.994068261682116,0.0,5798.467672610822,5822.762334046336,0.0,,0
2025-02-01,9,1.3335448015787392,0.0,5822.762334046336,5823.9625243677565,0.0,,0
2025-02-01,10,833.3333333333333,0.0,5823.9625243677565,6573.9625243677565,53.71152913228275,,0
2025-02-01,11,833.3333333333333,0.0,6573.9625243677565,7323.9625243677565,122.85678694661067,,0
2025-02-01,12,833.3333333333333,0.0,7323.9625243677565,8073.9625243677565,14.889731264347347,,0
2025-02-01,13,0.0,54.53457872995665,8073.9625243677565,8013.368548001138,0.0,,0
2025-02-01,14,9.732538969897405,0.0,8013.368548001138,8022.127833074046,0.0,,0
2025-02-01,15,826.7868861548233,0.0,8022.127833074046,8766.236030613387,0.0,,0
2025-02-01,16,833.3333333333333,0.0,8766.236030613387,9516.236030613387,47.30307170694118,,0
2025-02-01,17,81.57377450538178,0.0,9516.236030613387,9589.65242766823,0.0,,0
2025-02-01,18,45.24120362193628,0.0,9589.65242766823,9630.369510927972,0.0,,0
2025-02-01,19,26.158003132224053,0.0,9630.369510927972,9653.911713746975,0.0,,0
2025-02-01,20,15.979354570766759,0.0,9653.911713746975,9668.293132860665,0.0,,0
2025-02-01,21,0.0,2.3592100536125145,9668.293132860665,9665.67178835665,0.0,,0
2025-02-01,22,821.5472185061803,0.0,9665.67178835665,10405.064285012213,0.0,,0
2025-02-01,23,438.817461097541,0.0,10405.064285012213,10800.0,402.4804670523953,,0
2025-02-01,24,0.0,0.0,10800.0,10800.0,1.3435803513514202,,0
2025-02-01,25,0.0,228.18400119250066,10800.0,10546.462220897221,0.0,,0
2025-02-01,26,77.76098386746673,0.0,10546.462220897221,10616.447106377942,0.0,,0
2025-02-01,27,69.23115348666386,0.0,10616.447106377942,10678.755144515939,0.0,,0
2025-02-01,28,18.76488568844468,0.0,10678.755144515939,10695.64354163554,0.0,,0
2025-02-01,29,12.113526141668217,0.0,10695.64354163554,10706.545715163042,0.0,,0
2025-02-01,30,44.99248516515445,0.0,10706.545715163042,10747.03895181168,0.0,,0
2025-02-01,31,53.68470642549079,0.0,10747.03895181168,10795.355187594623,0.0,,0
2025-02-01,32,5.160902672640885,0.0,10795.355187594623,10800.0,56.988623869592274,,0
2025-02-01,33,0.0,0.0,10800.0,10800.0,206.45285773686192,,0
2025-02-01,34,0.0,531.1811666666666,10800.0,10209.798703703704,0.0,,0
2025-02-01,35,0.0,510.98333333333335,10209.798703703704,9642.039444444445,0.0,,0
2025-02-01,36,0.0,535.1871833333332,9642.039444444445,9047.387018518519,0.0,,0
2025-02-01,37,0.0,533.3553333333333,9047.387018518519,8454.769981481482,0.0,,0
2025-02-01,38,0.0,504.52,8454.769981481482,7894.192203703705,0.0,,0
2025-02-01,39,0.0,519.5536833333333,7894.192203703705,7316.910333333334,0.0,,0
2025-02-01,40,0.0,551.4800833333333,7316.910333333334,6704.154685185186,0.0,,0
2025-02-01,41,0.0,552.0416666666666,6704.154685185186,6090.775055555557,0.0,,0
2025-02-01,42,0.0,514.5580499999999,6090.775055555557,5519.04388888889,0.0,,0
2025-02-01,43,0.0,447.90854999999993,5519.04388888889,5021.367722222224,0.0,,0
2025-02-01,44,0.0,389.4241666666667,5021.367722222224,4588.674203703706,0.0,,0
2025-02-01,45,0.0,377.65375,4588.674203703706,4169.058925925928,0.0,,0
2025-02-01,46,0.0,361.16134999999997,4169.058925925928,3767.768537037039,0.0,,0
2025-02-01,47,0.0,299.92291666666665,3767.768537037039,3434.520851851854,0.0,,0
2025-02-01,48,0.0,202.22623333333343,3434.520851851854,3209.825037037039,0.0,,0
2025-02-01,49,0.0,129.7926,3209.825037037039,3065.611037037039,0.0,,0
2025-02-01,50,0.0,86.28458333333327,3065.611037037039,2969.7392777777795,0.0,,0
2025-02-01,51,0.0,35.96915000000001,2969.7392777777795,2929.7735555555573,0.0,,0
2025-02-01,52,0.0,62.45393333333334,2929.7735555555573,2860.380296296298,0.0,,0
2025-02-01,53,0.0,115.17666666666673,2860.380296296298,2732.406222222224,0.0,,0
2025-02-01,54,0.0,45.824116666666555,2732.406222222224,2681.4905370370393,0.0,,0
2025-02-01,55,31.360500000000002,0.0,2681.4905370370393,2709.7149870370395,0.0,,0
2025-02-01,56,61.70083333333332,0.0,2709.7149870370395,2765.2457370370394,0.0,,0
2025-02-01,57,105.10811666666666,0.0,2765.2457370370394,2859.843042037039,0.0,,0
2025-02-01,58,170.19725000000005,0.0,2859.843042037039,3013.020567037039,0.0,,0
2025-02-01,59,215.4304166666666,0.0,3013.020567037039,3206.907942037039,0.0,,0
2025-02-01,60,200.41763333333336,0.0,3206.907942037039,3387.283812037039,0.0,,0
2025-02-01,61,226.92018333333328,0.0,3387.283812037039,3591.511977037039,0.0,,0
2025-02-01,62,292.22541666666666,0.0,3591.511977037039,3854.514852037039,0.0,,0
2025-02-01,63,301.0877333333334,0.0,3854.514852037039,4125.493812037039,0.0,,0
2025-02-01,64,343.2174,0.0,4125.493812037039,4434.389472037039,0.0,,0
2025-02-01,65,407.3499999999999,0.0,4434.389472037039,4801.004472037039,0.0,,0
2025-02-01,66,388.4834666666666,0.0,4801.004472037039,5150.639592037039,0.0,,0
2025-02-01,67,686.0466916494638,0.0,5150.639592037039,5768.081614521556,0.0,,0
2025-02-01,68,833.3333333333333,0.0,5768.081614521556,6518.081614521556,102.98050629149031,,0
2025-02-01,69,444.10710000000006,0.0,6518.081614521556,6917.778004521556,0.0,,0
2025-02-01,70,448.2673333333332,0.0,6917.778004521556,7321.218604521556,0.0,,0
2025-02-01,71,833.3333333333333,0.0,7321.218604521556,8071.218604521556,52.14280114181406,,0
2025-02-01,72,428.6418166666666,0.0,8071.218604521556,8456.996239521555,0.0,,0
2025-02-01,73,426.38726666666673,0.0,8456.996239521555,8840.744779521556,0.0,,0
2025-02-01,74,458.39083333333326,0.0,8840.744779521556,9253.296529521556,0.0,,0
2025-02-01,75,832.6924493758494,0.0,9253.296529521556,10002.71973395982,0.0,,0
2025-02-01,76,425.65438333333327,0.0,10002.71973395982,10385.80867895982,0.0,,0
2025-02-01,77,413.5433333333333,0.0,10385.80867895982,10757.99767895982,0.0,,0
2025-02-01,78,46.66924560019955,0.0,10757.99767895982,10800.0,374.9794377331338,,0
2025-02-01,79,0.0,0.0,10800.0,10800.0,422.7244333333331,,0
2025-02-01,80,0.0,0.0,10800.0,10800.0,410.2679166666667,,0
2025-02-01,81,0.0,0.0,10800.0,10800.0,392.4757166666667,,0
2025-02-01,82,0.0,0.0,10800.0,10800.0,323.70713333333333,,0
2025-02-01,83,0.0,0.0,10800.0,10800.0,233.54250000000002,,0
2025-02-01,84,0.0,0.0,10800.0,10800.0,202.90003333333334,,0
2025-02-01,85,0.0,0.0,10800.0,10800.0,166.26881666666668,,0
2025-02-01,86,0.0,0.0,10800.0,10800.0,116.58833333333325,,0
2025-02-01,87,0.0,0.0,10800.0,10800.0,112.44431666666674,,0
2025-02-01,88,0.0,0.0,10800.0,10800.0,93.76723333333325,,0
2025-02-01,89,0.0,0.0,10800.0,10800.0,35.80166666666662,,0
2025-02-01,90,0.0,28.429149999999936,10800.0,10768.412055555556,0.0,,0
2025-02-01,91,0.0,66.90308347245218,10768.412055555556,10694.07529614172,0.0,,0
2025-02-01,92,0.0,60.027682840586635,10694.07529614172,10627.37787076329,0.0,,0
2025-02-01,93,0.0,15.05548495088317,10627.37787076329,10610.649554151198,0.0,,0
2025-02-01,94,38.084071484940296,0.0,10610.649554151198,10644.925218487644,0.0,,0
2025-02-01,95,25.328204907345025,0.0,10644.925218487644,10667.720602904255,0.0,,0
2025-02-01,96,20.632466937151776,0.0,10667.720602904255,10686.289823147692,0.0,,0
2025-02-01,97,42.93510958792626,0.0,10686.289823147692,10724.931421776826,0.0,,0
2025-02-01,98,77.66576262129558,0.0,10724.931421776826,10794.830608135991,0.0,,0
2025-02-01,99,5.743768737787225,0.0,10794.830608135991,10800.0,25.430153076166487,,0
2025-02-01,100,0.0,3.916117828563074,10800.0,10795.648757968263,0.0,,0
2025-02-01,101,4.834713368596163,0.0,10795.648757968263,10800.0,50.40986361896541,,0
2025-02-01,102,0.0,0.0,10800.0,10800.0,62.585725230137996,,0
2025-02-01,103,0.0,0.0,10800.0,10800.0,42.680118321362556,,0
2025-02-01,104,0.0,0.0,10800.0,10800.0,61.961416663225236,,0
2025-02-01,105,0.0,0.0,10800.0,10800.0,61.85031011951685,,0
2025-02-01,106,0.0,0.0,10800.0,10800.0,42.91666193976198,,0
2025-02-01,107,0.0,428.47,10800.0,10323.922222222222,0.0,,0
2025-02-01,108,0.0,454.13505,10323.922222222222,9819.327722222222,0.0,,0
2025-02-01,109,0.0,472.26531666666665,9819.327722222222,9294.588481481482,0.0,,0
2025-02-01,110,0.0,454.16833333333335,9294.588481481482,8789.957,0.0,,0
2025-02-01,111,0.0,418.3726333333333,8789.957,8325.098518518518,0.0,,0
2025-02-01,112,0.0,414.0822333333333,8325.098518518518,7865.007148148148,0.0,,0
2025-02-01,113,0.0,432.1383333333333,7865.007148148148,7384.853444444445,0.0,,0
2025-02-01,114,0.0,424.01411666666667,7384.853444444445,6913.726648148148,0.0,,0
2025-02-01,115,0.0,442.41246666666666,6913.726648148148,6422.157240740741,0.0,,0
2025-02-01,116,0.0,483.74666666666667,6422.157240740741,5884.660944444445,0.0,,0
2025-02-01,117,0.0,481.18446666666665,5884.660944444445,5350.011537037038,0.0,,0
2025-02-01,118,0.0,444.76593333333335,5350.011537037038,4855.827166666667,0.0,,0
2025-02-01,119,0.0,418.095,4855.827166666667,4391.277166666667,0.0,,0
2025-02-01,120,0.0,436.7405166666666,4391.277166666667,3906.009925925926,0.0,,0
2025-02-01,121,0.0,452.69785,3906.009925925926,3403.012314814815,0.0,,0
2025-02-01,122,0.0,449.9683333333333,3403.012314814815,2903.0475,0.0,,0
2025-02-01,123,0.0,455.06669999999997,2903.0475,2397.4178333333334,0.0,,0
2025-02-01,124,0.0,454.01236666666665,2397.4178333333334,1892.9596481481483,0.0,,0
2025-02-01,125,62.710688049758346,0.0,1892.9596481481483,1949.3992673929308,0.0,,0
2025-02-01,126,20.62614976489448,0.0,1949.3992673929308,1967.9628021813357,0.0,,0
2025-02-01,127,0.0,21.765358393543465,1967.9628021813357,1943.779070632954,0.0,,0
