date,time_label,time_index,datetime,load_kw,load_kwh,pv_actual_kw,pv_actual_kwh,price_yuan_per_kwh
2025-01-01 00:00:00,00:10:00,0,2025-01-01 00:10:00,3529.7296,588.2882666666667,0.0,0.0,0.4527
2025-01-01 00:00:00,00:20:00,1,2025-01-01 00:20:00,3609.5287,601.5881166666667,0.0,0.0,0.4733
2025-01-01 00:00:00,00:30:00,2,2025-01-01 00:30:00,3726.56,621.0933333333334,0.0,0.0,0.4843
2025-01-01 00:00:00,00:40:00,3,2025-01-01 00:40:00,3510.6311,585.1051833333333,0.0,0.0,0.4541
2025-01-01 00:00:00,00:50:00,4,2025-01-01 00:50:00,3502.5625,583.7604166666666,0.0,0.0,0.4266
2025-01-01 00:00:00,01:00:00,5,2025-01-01 01:00:00,3787.01,631.1683333333334,0.0,0.0,0.4311
2025-01-01 00:00:00,01:10:00,6,2025-01-01 01:10:00,3900.3205,650.0534166666666,0.0,0.0,0.4544
2025-01-01 00:00:00,01:20:00,7,2025-01-01 01:20:00,3916.8376,652.8062666666666,0.0,0.0,0.4483
2025-01-01 00:00:00,01:30:00,8,2025-01-01 01:30:00,3817.28,636.2133333333334,0.0,0.0,0.4251
2025-01-01 00:00:00,01:40:00,9,2025-01-01 01:40:00,3533.0136,588.8356,0.0,0.0,0.444
2025-01-01 00:00:00,01:50:00,10,2025-01-01 01:50:00,3694.6613,615.7768833333333,0.0,0.0,0.478
2025-01-01 00:00:00,02:00:00,11,2025-01-01 02:00:00,4064.73,677.455,0.0,0.0,0.4941
2025-01-01 00:00:00,02:10:00,12,2025-01-01 02:10:00,3810.671,635.1118333333333,0.0,0.0,0.484
2025-01-01 00:00:00,02:20:00,13,2025-01-01 02:20:00,3844.9495,640.8249166666667,0.0,0.0,0.4751
2025-01-01 00:00:00,02:30:00,14,2025-01-01 02:30:00,4234.62,705.77,0.0,0.0,0.488
2025-01-01 00:00:00,02:40:00,15,2025-01-01 02:40:00,4109.9755,684.9959166666666,0.0,0.0,0.5215
2025-01-01 00:00:00,02:50:00,16,2025-01-01 02:50:00,3996.8945,666.1490833333334,0.0,0.0,0.5498
2025-01-01 00:00:00,03:00:00,17,2025-01-01 03:00:00,4102.19,683.6983333333333,0.0,0.0,0.5471
2025-01-01 00:00:00,03:10:00,18,2025-01-01 03:10:00,4086.0577,681.0096166666666,0.0,0.0,0.5067
2025-01-01 00:00:00,03:20:00,19,2025-01-01 03:20:00,4133.7626,688.9604333333333,0.0,0.0,0.4769
2025-01-01 00:00:00,03:30:00,20,2025-01-01 03:30:00,4179.18,696.5300000000001,0.0,0.0,0.4669
2025-01-01 00:00:00,03:40:00,21,2025-01-01 03:40:00,3953.3711,658.8951833333333,0.0,0.0,0.4501
2025-01-01 00:00:00,03:50:00,22,2025-01-01 03:50:00,3910.7496,651.7916,0.0,0.0,0.4608
2025-01-01 00:00:00,04:00:00,23,2025-01-01 04:00:00,4099.31,683.2183333333334,0.0,0.0,0.4927
2025-01-01 00:00:00,04:10:00,24,2025-01-01 04:10:00,4123.8623,687.3103833333333,0.0,0.0,0.4976
2025-01-01 00:00:00,04:20:00,25,2025-01-01 04:20:00,4169.0068,694.8344666666667,0.0,0.0,0.4889
2025-01-01 00:00:00,04:30:00,26,2025-01-01 04:30:00,4260.24,710.04,0.0,0.0,0.4885
2025-01-01 00:00:00,04:40:00,27,2025-01-01 04:40:00,4217.2222,702.8703666666667,0.0,0.0,0.5042
2025-01-01 00:00:00,04:50:00,28,2025-01-01 04:50:00,4261.857,710.3095,0.0,0.0,0.5178
2025-01-01 00:00:00,05:00:00,29,2025-01-01 05:00:00,4341.9,723.65,0.0,0.0,0.5042
2025-01-01 00:00:00,05:10:00,30,2025-01-01 05:10:00,4208.2208,701.3701333333333,0.0021,0.00035,0.4639
2025-01-01 00:00:00,05:20:00,31,2025-01-01 05:20:00,4302.1233,717.0205500000001,0.0,0.0,0.4899
2025-01-01 00:00:00,05:30:00,32,2025-01-01 05:30:00,4456.59,742.765,0.0,0.0,0.5194
2025-01-01 00:00:00,05:40:00,33,2025-01-01 05:40:00,4148.637,691.4395,0.0299,0.0049833333333333335,0.4459
2025-01-01 00:00:00,05:50:00,34,2025-01-01 05:50:00,4498.1333,749.6888833333334,0.0,0.0,0.6726
2025-01-01 00:00:00,06:00:00,35,2025-01-01 06:00:00,5369.38,894.8966666666666,0.0,0.0,1.0693
2025-01-01 00:00:00,06:10:00,36,2025-01-01 06:10:00,5440.8991,906.8165166666666,0.4169,0.06948333333333333,1.0696
2025-01-01 00:00:00,06:20:00,37,2025-01-01 06:20:00,5316.893,886.1488333333333,0.0,0.0,0.9974
2025-01-01 00:00:00,06:30:00,38,2025-01-01 06:30:00,5399.82,899.9699999999999,0.0,0.0,1.0451
2025-01-01 00:00:00,06:40:00,39,2025-01-01 06:40:00,5447.4007,907.9001166666667,5.8062,0.9676999999999999,1.0684
2025-01-01 00:00:00,06:50:00,40,2025-01-01 06:50:00,5444.401,907.4001666666667,0.0,0.0,1.0267
2025-01-01 00:00:00,07:00:00,41,2025-01-01 07:00:00,5433.63,905.605,3.075,0.5125000000000001,0.9814
2025-01-01 00:00:00,07:10:00,42,2025-01-01 07:10:00,5449.2818,908.2136333333333,175.7953,29.299216666666666,1.0187
2025-01-01 00:00:00,07:20:00,43,2025-01-01 07:20:00,5510.0042,918.3340333333334,421.496,70.24933333333333,1.0362
2025-01-01 00:00:00,07:30:00,44,2025-01-01 07:30:00,5476.0,912.6666666666666,677.1,112.85000000000001,0.967
2025-01-01 00:00:00,07:40:00,45,2025-01-01 07:40:00,5329.4215,888.2369166666667,950.8112,158.46853333333334,0.893
2025-01-01 00:00:00,07:50:00,46,2025-01-01 07:50:00,6084.1163,1014.0193833333333,1255.5705,209.26175,1.136
2025-01-01 00:00:00,08:00:00,47,2025-01-01 08:00:00,7316.0,1219.3333333333333,1592.2875,265.38124999999997,1.5209
2025-01-01 00:00:00,08:10:00,48,2025-01-01 08:10:00,7469.4947,1244.9157833333334,1937.5212,322.92019999999997,1.5206
2025-01-01 00:00:00,08:20:00,49,2025-01-01 08:20:00,7225.691,1204.2818333333332,2225.1261,370.85435,1.4132
2025-01-01 00:00:00,08:30:00,50,2025-01-01 08:30:00,7216.13,1202.6883333333333,2490.1125,415.01875,1.3895
2025-01-01 00:00:00,08:40:00,51,2025-01-01 08:40:00,7361.7004,1226.9500666666665,2826.3146,471.05243333333334,1.361
2025-01-01 00:00:00,08:50:00,52,2025-01-01 08:50:00,7275.513,1212.5855,3122.1315,520.35525,1.3028
2025-01-01 00:00:00,09:00:00,53,2025-01-01 09:00:00,7077.29,1179.5483333333334,3350.9625,558.49375,1.2562
2025-01-01 00:00:00,09:10:00,54,2025-01-01 09:10:00,7221.8762,1203.6460333333332,3601.7977,600.2996166666667,1.2749
2025-01-01 00:00:00,09:20:00,55,2025-01-01 09:20:00,7229.5513,1204.9252166666668,3875.6352,645.9392,1.2735
2025-01-01 00:00:00,09:30:00,56,2025-01-01 09:30:00,7099.33,1183.2216666666666,4149.825,691.6374999999999,1.2135
2025-01-01 00:00:00,09:40:00,57,2025-01-01 09:40:00,7297.1521,1216.1920166666666,4403.4802,733.9133666666667,1.1586
2025-01-01 00:00:00,09:50:00,58,2025-01-01 09:50:00,7313.1756,1218.8626,4624.7505,770.79175,1.2464
2025-01-01 00:00:00,10:00:00,59,2025-01-01 10:00:00,7099.46,1183.2433333333333,4836.6375,806.1062499999999,1.3947
2025-01-01 00:00:00,10:10:00,60,2025-01-01 10:10:00,7125.5214,1187.5869,5080.7024,846.7837333333333,1.3761
2025-01-01 00:00:00,10:20:00,61,2025-01-01 10:20:00,7096.3104,1182.7184,5338.7528,889.7921333333334,1.3294
2025-01-01 00:00:00,10:30:00,62,2025-01-01 10:30:00,6986.17,1164.3616666666667,5494.725,915.7875,1.3646
2025-01-01 00:00:00,10:40:00,63,2025-01-01 10:40:00,7098.9702,1183.1616999999999,5437.9778,906.3296333333333,1.4099
2025-01-01 00:00:00,10:50:00,64,2025-01-01 10:50:00,7193.993,1198.9988333333333,5396.2126,899.3687666666666,1.1773
2025-01-01 00:00:00,11:00:00,65,2025-01-01 11:00:00,7135.18,1189.1966666666667,5372.1,895.35,0.806
2025-01-01 00:00:00,11:10:00,66,2025-01-01 11:10:00,7042.947,1173.8245,5182.9722,863.8287,0.7483
2025-01-01 00:00:00,11:20:00,67,2025-01-01 11:20:00,7069.1675,1178.1945833333332,5131.5011,855.2501833333334,0.7981
2025-01-01 00:00:00,11:30:00,68,2025-01-01 11:30:00,7129.17,1188.195,5294.775,882.4625,0.7929
2025-01-01 00:00:00,11:40:00,69,2025-01-01 11:40:00,6971.0393,1161.8398833333333,5434.7444,905.7907333333333,0.7713
2025-01-01 00:00:00,11:50:00,70,2025-01-01 11:50:00,6648.4937,1108.0822833333334,5455.5011,909.2501833333334,0.726
2025-01-01 00:00:00,12:00:00,71,2025-01-01 12:00:00,6471.29,1078.5483333333334,5331.7125,888.61875,0.7133
2025-01-01 00:00:00,12:10:00,72,2025-01-01 12:10:00,6681.1855,1113.5309166666666,5126.6533,854.4422166666667,0.8026
2025-01-01 00:00:00,12:20:00,73,2025-01-01 12:20:00,6585.2714,1097.5452333333333,5118.4895,853.0815833333332,0.8183
2025-01-01 00:00:00,12:30:00,74,2025-01-01 12:30:00,6283.97,1047.3283333333334,5302.575,883.7624999999999,0.7305
2025-01-01 00:00:00,12:40:00,75,2025-01-01 12:40:00,6547.9322,1091.3220333333334,5399.7996,899.9666000000001,0.712
2025-01-01 00:00:00,12:50:00,76,2025-01-01 12:50:00,6747.6789,1124.61315,5377.6488,896.2748,0.903
2025-01-01 00:00:00,13:00:00,77,2025-01-01 13:00:00,6682.36,1113.7266666666667,5261.8125,876.96875,1.1525
2025-01-01 00:00:00,13:10:00,78,2025-01-01 13:10:00,6790.9628,1131.8271333333334,5097.6164,849.6027333333333,1.1607
2025-01-01 00:00:00,13:20:00,79,2025-01-01 13:20:00,6916.0165,1152.6694166666666,5029.4534,838.2422333333334,1.1437
2025-01-01 00:00:00,13:30:00,80,2025-01-01 13:30:00,6834.78,1139.1299999999999,5043.8625,840.6437500000001,1.1537
2025-01-01 00:00:00,13:40:00,81,2025-01-01 13:40:00,6546.5252,1091.0875333333333,4973.5844,828.9307333333333,1.0571
2025-01-01 00:00:00,13:50:00,82,2025-01-01 13:50:00,6539.873,1089.9788333333333,4769.7524,794.9587333333334,1.1423
2025-01-01 00:00:00,14:00:00,83,2025-01-01 14:00:00,6773.97,1128.9950000000001,4478.625,746.4375,1.3627
2025-01-01 00:00:00,14:10:00,84,2025-01-01 14:10:00,6736.8117,1122.80195,4209.3909,701.56515,1.363
2025-01-01 00:00:00,14:20:00,85,2025-01-01 14:20:00,6623.3813,1103.8968833333333,4060.4316,676.7386,1.3215
2025-01-01 00:00:00,14:30:00,86,2025-01-01 14:30:00,6548.98,1091.4966666666667,3934.425,655.7375000000001,1.3884
2025-01-01 00:00:00,14:40:00,87,2025-01-01 14:40:00,6398.5627,1066.4271166666667,3648.1229,608.0204833333333,1.4736
2025-01-01 00:00:00,14:50:00,88,2025-01-01 14:50:00,6196.5854,1032.7642333333333,3431.0164,571.8360666666666,1.2203
2025-01-01 00:00:00,15:00:00,89,2025-01-01 15:00:00,6154.69,1025.7816666666665,3327.3375,554.55625,0.8295
2025-01-01 00:00:00,15:10:00,90,2025-01-01 15:10:00,6459.5818,1076.5969666666667,3139.1175,523.18625,0.8782
2025-01-01 00:00:00,15:20:00,91,2025-01-01 15:20:00,6622.8857,1103.8142833333334,2860.4253,476.73755,0.974
2025-01-01 00:00:00,15:30:00,92,2025-01-01 15:30:00,6493.61,1082.2683333333332,2505.0,417.5,0.9257
2025-01-01 00:00:00,15:40:00,93,2025-01-01 15:40:00,6375.0516,1062.5086,2089.695,348.2825,0.9368
2025-01-01 00:00:00,15:50:00,94,2025-01-01 15:50:00,6354.113,1059.0188333333333,1762.1562,293.6927,0.9885
2025-01-01 00:00:00,16:00:00,95,2025-01-01 16:00:00,6404.25,1067.375,1525.8,254.29999999999998,1.0236
2025-01-01 00:00:00,16:10:00,96,2025-01-01 16:10:00,6444.972,1074.162,1249.2025,208.20041666666668,1.0256
2025-01-01 00:00:00,16:20:00,97,2025-01-01 16:20:00,6399.4586,1066.5764333333334,968.2219,161.37031666666667,1.0518
2025-01-01 00:00:00,16:30:00,98,2025-01-01 16:30:00,6292.15,1048.6916666666666,706.6125,117.76875,1.0918
2025-01-01 00:00:00,16:40:00,99,2025-01-01 16:40:00,6236.9153,1039.4858833333333,440.4383,73.40638333333334,1.0866
2025-01-01 00:00:00,16:50:00,100,2025-01-01 16:50:00,6299.9437,1049.9906166666667,180.885,30.147499999999997,1.1196
2025-01-01 00:00:00,17:00:00,101,2025-01-01 17:00:00,6389.06,1064.8433333333335,2.9625,0.49374999999999997,1.1821
2025-01-01 00:00:00,17:10:00,102,2025-01-01 17:10:00,6325.1833,1054.1972166666667,0.0,0.0,1.1719
2025-01-01 00:00:00,17:20:00,103,2025-01-01 17:20:00,6169.4734,1028.2455666666667,5.9578,0.9929666666666667,1.1271
2025-01-01 00:00:00,17:30:00,104,2025-01-01 17:30:00,6191.99,1031.9983333333332,0.0,0.0,1.1001
2025-01-01 00:00:00,17:40:00,105,2025-01-01 17:40:00,6464.5067,1077.4177833333333,0.0,0.0,1.1206
2025-01-01 00:00:00,17:50:00,106,2025-01-01 17:50:00,5764.0309,960.6718166666666,0.4277,0.07128333333333334,1.2125
2025-01-01 00:00:00,18:00:00,107,2025-01-01 18:00:00,4529.45,754.9083333333333,0.0,0.0,1.3246
2025-01-01 00:00:00,18:10:00,108,2025-01-01 18:10:00,4490.5328,748.4221333333334,0.0,0.0,1.3543
2025-01-01 00:00:00,18:20:00,109,2025-01-01 18:20:00,4644.0206,774.0034333333333,0.0307,0.005116666666666667,1.2951
2025-01-01 00:00:00,18:30:00,110,2025-01-01 18:30:00,4469.21,744.8683333333333,0.0,0.0,1.2214
2025-01-01 00:00:00,18:40:00,111,2025-01-01 18:40:00,4470.465,745.0775,0.0,0.0,1.2363
2025-01-01 00:00:00,18:50:00,112,2025-01-01 18:50:00,4510.8756,751.8126000000001,0.0022,0.00036666666666666667,1.3339
2025-01-01 00:00:00,19:00:00,113,2025-01-01 19:00:00,4486.17,747.695,0.0,0.0,1.4613
2025-01-01 00:00:00,19:10:00,114,2025-01-01 19:10:00,4471.7293,745.2882166666667,0.0,0.0,1.5521
2025-01-01 00:00:00,19:20:00,115,2025-01-01 19:20:00,4439.8235,739.9705833333334,0.0,0.0,1.5622
2025-01-01 00:00:00,19:30:00,116,2025-01-01 19:30:00,4387.19,731.1983333333333,0.0,0.0,1.5218
2025-01-01 00:00:00,19:40:00,117,2025-01-01 19:40:00,4347.9765,724.66275,0.0,0.0,1.5047
2025-01-01 00:00:00,19:50:00,118,2025-01-01 19:50:00,4300.6345,716.7724166666667,0.0,0.0,1.4843
2025-01-01 00:00:00,20:00:00,119,2025-01-01 20:00:00,4315.99,719.3316666666666,0.0,0.0,1.4695
2025-01-01 00:00:00,20:10:00,120,2025-01-01 20:10:00,4483.2744,747.2124,0.0,0.0,1.4993
2025-01-01 00:00:00,20:20:00,121,2025-01-01 20:20:00,4551.706,758.6176666666667,0.0,0.0,1.4946
2025-01-01 00:00:00,20:30:00,122,2025-01-01 20:30:00,4499.8,749.9666666666667,0.0,0.0,1.5029
2025-01-01 00:00:00,20:40:00,123,2025-01-01 20:40:00,4535.0935,755.8489166666667,0.0,0.0,1.5993
2025-01-01 00:00:00,20:50:00,124,2025-01-01 20:50:00,4528.916,754.8193333333334,0.0,0.0,1.3716
2025-01-01 00:00:00,21:00:00,125,2025-01-01 21:00:00,4483.51,747.2516666666667,0.0,0.0,0.9601
2025-01-01 00:00:00,21:10:00,126,2025-01-01 21:10:00,4548.2302,758.0383666666667,0.0,0.0,0.9485
2025-01-01 00:00:00,21:20:00,127,2025-01-01 21:20:00,4595.6841,765.94735,0.0,0.0,1.0064
2025-01-01 00:00:00,21:30:00,128,2025-01-01 21:30:00,4620.9,770.15,0.0,0.0,0.9622
2025-01-01 00:00:00,21:40:00,129,2025-01-01 21:40:00,4653.7148,775.6191333333333,0.0,0.0,0.947
2025-01-01 00:00:00,21:50:00,130,2025-01-01 21:50:00,4131.9845,688.6640833333332,0.0,0.0,0.7428
2025-01-01 00:00:00,22:00:00,131,2025-01-01 22:00:00,3363.0,560.5,0.0,0.0,0.4482
2025-01-01 00:00:00,22:10:00,132,2025-01-01 22:10:00,3305.7588,550.9598,0.0,0.0,0.4243
2025-01-01 00:00:00,22:20:00,133,2025-01-01 22:20:00,3470.932,578.4886666666666,0.0,0.0,0.4595
2025-01-01 00:00:00,22:30:00,134,2025-01-01 22:30:00,3521.37,586.895,0.0,0.0,0.4384
2025-01-01 00:00:00,22:40:00,135,2025-01-01 22:40:00,3561.5279,593.5879833333333,0.0,0.0,0.4506
2025-01-01 00:00:00,22:50:00,136,2025-01-01 22:50:00,3386.068,564.3446666666667,0.0,0.0,0.4362
2025-01-01 00:00:00,23:00:00,137,2025-01-01 23:00:00,3289.99,548.3316666666666,0.0,0.0,0.4111
2025-01-01 00:00:00,23:10:00,138,2025-01-01 23:10:00,3774.2552,629.0425333333334,0.0,0.0,0.459
2025-01-01 00:00:00,23:20:00,139,2025-01-01 23:20:00,3883.62,647.27,0.0,0.0,0.4759
2025-01-01 00:00:00,23:30:00,140,2025-01-01 23:30:00,3525.14,587.5233333333333,0.0,0.0,0.4314
2025-01-01 00:00:00,23:40:00,141,2025-01-01 23:40:00,3553.5909,592.2651500000001,0.0,0.0,0.4038
2025-01-01 00:00:00,23:50:00,142,2025-01-01 23:50:00,3697.1141,616.1856833333333,0.0,0.0,0.4179
2025-01-01 00:00:00,0:00+1,143,2025-01-02 00:00:00,3696.7,616.1166666666667,0.0,0.0,0.4284
2025-01-02 00:00:00,00:10:00,0,2025-01-02 00:10:00,3622.5509,603.7584833333334,0.0,0.0,0.3809
2025-01-02 00:00:00,00:20:00,1,2025-01-02 00:20:00,3622.7611,603.7935166666667,0.0,0.0,0.3964
2025-01-02 00:00:00,00:30:00,2,2025-01-02 00:30:00,3708.23,618.0383333333333,0.0,0.0,0.4654
2025-01-02 00:00:00,00:40:00,3,2025-01-02 00:40:00,3750.5226,625.0871,0.0,0.0,0.4542
2025-01-02 00:00:00,00:50:00,4,2025-01-02 00:50:00,3684.9038,614.1506333333333,0.0,0.0,0.4299
2025-01-02 00:00:00,01:00:00,5,2025-01-02 01:00:00,3644.14,607.3566666666667,0.0,0.0,0.4477
2025-01-02 00:00:00,01:10:00,6,2025-01-02 01:10:00,3809.298,634.8829999999999,0.0,0.0,0.4859
2025-01-02 00:00:00,01:20:00,7,2025-01-02 01:20:00,3855.1226,642.5204333333334,0.0,0.0,0.4752
2025-01-02 00:00:00,01:30:00,8,2025-01-02 01:30:00,3783.78,630.63,0.0,0.0,0.4348
