date,time_index,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,spill_kwh
2025-02-01,0,833.3333333333333,0.0,1851.843470192576,2601.843470192576,21.874149529222677
2025-02-01,1,833.3333333333333,0.0,2601.843470192576,3351.843470192576,35.55679925282243
2025-02-01,2,833.3333333333333,0.0,3351.843470192576,4101.843470192576,26.786328303655182
2025-02-01,3,833.3333333333333,0.0,4101.843470192576,4851.843470192576,2.422087792864204
2025-02-01,4,833.3333333333333,0.0,4851.843470192576,5601.843470192576,13.841572670523192
2025-02-01,5,833.3333333333333,0.0,5601.843470192576,6351.843470192576,51.91238114152418
2025-02-01,6,74.1963173395128,0.0,6351.843470192576,6418.620155798138,0.0
2025-02-01,7,833.3333333333333,0.0,6418.620155798138,7168.620155798138,7.928853860400295
2025-02-01,8,833.3333333333333,0.0,7168.620155798138,7918.620155798138,26.994068261682287
2025-02-01,9,9.328716152557774,0.0,7918.620155798138,7927.0160003354395,0.0
2025-02-01,10,59.97239042588086,0.0,7927.0160003354395,7980.991151718732,0.0
2025-02-01,11,663.152804749146,0.0,7980.991151718732,8577.828675992963,0.0
2025-02-01,12,833.3333333333333,0.0,8577.828675992963,9327.828675992963,14.889731264347347
2025-02-01,13,0.0,44.49786388910337,9327.828675992963,9278.386605005071,0.0
2025-02-01,14,9.732538969897405,0.0,9278.386605005071,9287.145890077978,0.0
2025-02-01,15,32.92615818831854,0.0,9287.145890077978,9316.779432447465,0.0
2025-02-01,16,58.605621423850664,0.0,9316.779432447465,9369.524491728931,0.0
2025-02-01,17,81.57377450538178,0.0,9369.524491728931,9442.940888783774,0.0
2025-02-01,18,45.57408899039626,0.0,9442.940888783774,9483.95756887513,0.0
2025-02-01,19,27.08034568001665,0.0,9483.95756887513,9508.329879987145,0.0
2025-02-01,20,33.43156282995187,0.0,9508.329879987145,9538.4182865341,0.0
2025-02-01,21,0.0,1.2532412868804386,9538.4182865341,9537.025796215345,0.0
2025-02-01,22,21.82748700696584,0.0,9537.025796215345,9556.670534521614,0.0
2025-02-01,23,67.80990916216234,0.0,9556.670534521614,9617.69945276756,0.0
2025-02-01,24,52.24030787827877,0.0,9617.69945276756,9664.715729858011,0.0
2025-02-01,25,27.79670239845251,0.0,9664.715729858011,9689.732762016618,0.0
2025-02-01,26,77.76098386746673,0.0,9689.732762016618,9759.717647497338,0.0
2025-02-01,27,69.23115348666386,0.0,9759.717647497338,9822.025685635335,0.0
2025-02-01,28,74.22311011481827,0.0,9822.025685635335,9888.826484738673,0.0
2025-02-01,29,62.569362491649144,0.0,9888.826484738673,9945.138910981157,0.0
2025-02-01,30,63.10136251644292,0.0,9945.138910981157,10001.930137245956,0.0
2025-02-01,31,98.14841648112252,0.0,10001.930137245956,10090.263712078966,0.0
2025-02-01,32,788.5958754678156,0.0,10090.263712078966,10800.0,106.66717763157772
2025-02-01,33,0.0,0.0,10800.0,10800.0,820.7762411515043
2025-02-01,34,0.0,531.1811666666666,10800.0,10209.798703703704,0.0
2025-02-01,35,0.0,510.98333333333335,10209.798703703704,9642.039444444445,0.0
2025-02-01,36,0.0,535.1871833333332,9642.039444444445,9047.387018518519,0.0
2025-02-01,37,0.0,533.3553333333333,9047.387018518519,8454.769981481482,0.0
2025-02-01,38,0.0,504.52,8454.769981481482,7894.192203703705,0.0
2025-02-01,39,0.0,519.5536833333333,7894.192203703705,7316.910333333334,0.0
2025-02-01,40,0.0,551.4800833333333,7316.910333333334,6704.154685185186,0.0
2025-02-01,41,0.0,552.0416666666666,6704.154685185186,6090.775055555557,0.0
2025-02-01,42,0.0,514.5580499999999,6090.775055555557,5519.04388888889,0.0
2025-02-01,43,0.0,447.90854999999993,5519.04388888889,5021.367722222224,0.0
2025-02-01,44,0.0,389.4241666666667,5021.367722222224,4588.674203703706,0.0
2025-02-01,45,0.0,377.65375,4588.674203703706,4169.058925925928,0.0
2025-02-01,46,0.0,361.16134999999997,4169.058925925928,3767.768537037039,0.0
2025-02-01,47,0.0,299.92291666666665,3767.768537037039,3434.520851851854,0.0
2025-02-01,48,0.0,202.22623333333343,3434.520851851854,3209.825037037039,0.0
2025-02-01,49,0.0,129.7926,3209.825037037039,3065.611037037039,0.0
2025-02-01,50,0.0,86.28458333333327,3065.611037037039,2969.7392777777795,0.0
2025-02-01,51,0.0,35.96915000000001,2969.7392777777795,2929.7735555555573,0.0
2025-02-01,52,0.0,62.45393333333334,2929.7735555555573,2860.380296296298,0.0
2025-02-01,53,0.0,115.17666666666673,2860.380296296298,2732.406222222224,0.0
2025-02-01,54,0.0,45.824116666666555,2732.406222222224,2681.4905370370393,0.0
2025-02-01,55,31.360500000000002,0.0,2681.4905370370393,2709.7149870370395,0.0
2025-02-01,56,61.70083333333332,0.0,2709.7149870370395,2765.2457370370394,0.0
2025-02-01,57,105.10811666666666,0.0,2765.2457370370394,2859.843042037039,0.0
2025-02-01,58,170.19725000000005,0.0,2859.843042037039,3013.020567037039,0.0
2025-02-01,59,215.4304166666666,0.0,3013.020567037039,3206.907942037039,0.0
2025-02-01,60,200.41763333333336,0.0,3206.907942037039,3387.283812037039,0.0
2025-02-01,61,226.92018333333328,0.0,3387.283812037039,3591.511977037039,0.0
2025-02-01,62,292.22541666666666,0.0,3591.511977037039,3854.514852037039,0.0
2025-02-01,63,301.0877333333334,0.0,3854.514852037039,4125.493812037039,0.0
2025-02-01,64,343.2174,0.0,4125.493812037039,4434.389472037039,0.0
2025-02-01,65,407.3499999999999,0.0,4434.389472037039,4801.004472037039,0.0
2025-02-01,66,388.4834666666666,0.0,4801.004472037039,5150.639592037039,0.0
2025-02-01,67,395.24006666666673,0.0,5150.639592037039,5506.355652037038,0.0
2025-02-01,68,444.52750000000003,0.0,5506.355652037038,5906.430402037038,0.0
2025-02-01,69,444.10710000000006,0.0,5906.430402037038,6306.126792037038,0.0
2025-02-01,70,448.2673333333332,0.0,6306.126792037038,6709.567392037038,0.0
2025-02-01,71,833.3333333333333,0.0,6709.567392037038,7459.567392037038,7.538683332248638
2025-02-01,72,833.3333333333333,0.0,7459.567392037038,8209.56739203704,17.883575777006286
2025-02-01,73,426.38726666666673,0.0,8209.56739203704,8593.31593203704,0.0
2025-02-01,74,757.3497237965975,0.0,8593.31593203704,9274.930683453977,0.0
2025-02-01,75,832.6924493758494,0.0,9274.930683453977,10024.35388789224,0.0
2025-02-01,76,425.65438333333327,0.0,10024.35388789224,10407.44283289224,0.0
2025-02-01,77,413.5433333333333,0.0,10407.44283289224,10779.63183289224,0.0
2025-02-01,78,22.63129678639921,0.0,10779.63183289224,10800.0,399.0173865469341
2025-02-01,79,0.0,0.0,10800.0,10800.0,422.7244333333331
2025-02-01,80,0.0,0.0,10800.0,10800.0,410.2679166666667
2025-02-01,81,0.0,0.0,10800.0,10800.0,392.4757166666667
2025-02-01,82,0.0,0.0,10800.0,10800.0,323.70713333333333
2025-02-01,83,0.0,0.0,10800.0,10800.0,233.54250000000002
2025-02-01,84,0.0,0.0,10800.0,10800.0,202.90003333333334
2025-02-01,85,0.0,0.0,10800.0,10800.0,166.26881666666668
2025-02-01,86,0.0,0.0,10800.0,10800.0,116.58833333333325
2025-02-01,87,0.0,0.0,10800.0,10800.0,112.44431666666674
2025-02-01,88,0.0,0.0,10800.0,10800.0,93.76723333333325
2025-02-01,89,0.0,0.0,10800.0,10800.0,35.80166666666662
2025-02-01,90,0.0,0.0,10800.0,10800.0,37.19211883221578
2025-02-01,91,0.0,61.222124163295916,10800.0,10731.975417596337,0.0
2025-02-01,92,0.0,35.37584367561203,10731.975417596337,10692.668924623435,0.0
2025-02-01,93,0.0,15.05548495088317,10692.668924623435,10675.940608011342,0.0
2025-02-01,94,7.649702145464516,0.0,10675.940608011342,10682.825339942261,0.0
2025-02-01,95,25.328204907345025,0.0,10682.825339942261,10705.620724358872,0.0
2025-02-01,96,20.632466937151776,0.0,10705.620724358872,10724.189944602309,0.0
2025-02-01,97,42.93510958792626,0.0,10724.189944602309,10762.831543231443,0.0
